UserID,Gender,Age Group,Top 6 most preferred style,Artsy Style (F),Biker Style (F),Bohemian Style (F),Casual Style (F),Chic Style (F),Classy Style (F),Comfy Style (F),Ethnic Style (F),Evening Style (F),Formal Office Style (F),Girl Next Door Style (F),Grunge Style (F),Hip Hop Style (F),Indie Style (F),Kpop Style (F),Lolita Style (F),Preppy Style (F),Punk Style (F),Sexy Style (F),Sporty Style (F),Streetwear Style (F),Vacation Style (F),Vintage Style (F),Y2k Style (F),Artsy Style (M),Biker Style (M),Bohemian Style (M),Boy Next Door Style (M),Casual Style (M),Chic Style (M),Classy Style (M),Comfy Style (M),Ethnic Style (M),Evening Style (M),Formal Office Style (M),Grunge Style (M),Hip Hop Style (M),Indie Style (M),Ivy Style (M),Preppy Style (M),Punk Style (M),Rugged Style (M),Sporty Style (M),Streetwear Style (M),Vacation Style (M),Varsity Style (M),Vintage Style (M),Y2k Style (M),sum
798,Male,55 - 64,"Bohemian Style (M), Casual Style (M), Chic Style (M), Ethnic Style (M), Evening Style (M), Formal Office Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
799,Female,65 and above,"Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
800,Female,25 - 54,"Biker Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Punk Style (F), Sexy Style (F)",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
801,Female,65 and above,"Artsy Style (F), Bohemian Style (F), Casual Style (F), Sexy Style (F), Vacation Style (F), Vintage Style (F)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
802,Male,55 - 64,"Biker Style (M), Casual Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
803,Female,65 and above,"Artsy Style (F), Bohemian Style (F), Chic Style (F), Ethnic Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
804,Female,65 and above,"Artsy Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
805,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Grunge Style (M), Indie Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,6
806,Male,14 and below,"Biker Style (M), Hip Hop Style (M), Punk Style (M), Sporty Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,6
807,Female,25 - 54,"Biker Style (F), Grunge Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F), Sporty Style (F)",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
808,Male,15 - 24,"Biker Style (M), Ethnic Style (M), Formal Office Style (M), Punk Style (M), Sporty Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6
809,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Chic Style (M), Classy Style (M), Comfy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
810,Female,65 and above,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Preppy Style (F), Vacation Style (F), Vintage Style (F)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
811,Female,65 and above,"Chic Style (F), Classy Style (F), Ethnic Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
812,Female,65 and above,"Casual Style (F), Chic Style (F), Classy Style (F), Formal Office Style (F), Girl Next Door Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
813,Female,65 and above,"Chic Style (F), Classy Style (F), Ethnic Style (F), Evening Style (F), Sexy Style (F), Vintage Style (F)",0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
814,Female,65 and above,"Casual Style (F), Chic Style (F), Classy Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F)",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
815,Female,65 and above,"Bohemian Style (F), Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
816,Female,65 and above,"Artsy Style (F), Bohemian Style (F), Grunge Style (F), Indie Style (F), Kpop Style (F), Y2k Style (F)",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
817,Female,65 and above,"Biker Style (F), Classy Style (F), Comfy Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
818,Female,65 and above,"Indie Style (F), Kpop Style (F), Preppy Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
819,Female,65 and above,"Casual Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Vintage Style (F), Y2k Style (F)",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
820,Female,65 and above,"Biker Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Punk Style (F), Vintage Style (F)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
821,Female,65 and above,"Artsy Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
822,Female,65 and above,"Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
823,Female,65 and above,"Casual Style (F), Chic Style (F), Classy Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
824,Female,65 and above,"Casual Style (F), Chic Style (F), Classy Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
825,Female,55 - 64,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Indie Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
826,Female,55 - 64,"Artsy Style (F), Bohemian Style (F), Grunge Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
827,Female,55 - 64,"Casual Style (F), Comfy Style (F), Hip Hop Style (F), Sporty Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
828,Female,55 - 64,"Artsy Style (F), Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
829,Female,55 - 64,"Artsy Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F), Streetwear Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
830,Female,55 - 64,"Artsy Style (F), Grunge Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
831,Female,55 - 64,"Artsy Style (F), Casual Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F), Y2k Style (F)",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
832,Female,55 - 64,"Biker Style (F), Comfy Style (F), Grunge Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
833,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Chic Style (M), Classy Style (M), Comfy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
834,Male,15 - 24,"Biker Style (M), Casual Style (M), Classy Style (M), Comfy Style (M), Punk Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
835,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
836,Female,25 - 54,"Bohemian Style (F), Classy Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F), Streetwear Style (F)",0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
837,Male,15 - 24,"Biker Style (M), Casual Style (M), Comfy Style (M), Evening Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
838,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6
839,Male,15 - 24,"Artsy Style (M), Classy Style (M), Comfy Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6
840,Male,15 - 24,"Classy Style (M), Comfy Style (M), Formal Office Style (M), Punk Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6
841,Female,15 - 24,"Casual Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F), Preppy Style (F), Sexy Style (F)",0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
842,Male,55 - 64,"Biker Style (M), Casual Style (M), Chic Style (M), Evening Style (M), Grunge Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
843,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Preppy Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6
844,Female,14 and below,"Artsy Style (F), Indie Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
845,Male,15 - 24,"Biker Style (M), Boy Next Door Style (M), Casual Style (M), Punk Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6
846,Female,25 - 54,"Bohemian Style (F), Comfy Style (F), Hip Hop Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
847,Female,55 - 64,"Bohemian Style (F), Casual Style (F), Comfy Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
848,Female,15 - 24,"Chic Style (F), Evening Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F), Vacation Style (F)",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
849,Male,55 - 64,"Chic Style (M), Classy Style (M), Ethnic Style (M), Evening Style (M), Ivy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6
850,Male,55 - 64,"Boy Next Door Style (M), Rugged Style (M), Sporty Style (M), Streetwear Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,6
851,Male,65 and above,"Biker Style (M), Casual Style (M), Chic Style (M), Comfy Style (M), Ethnic Style (M), Evening Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
852,Male,25 - 54,"Classy Style (M), Evening Style (M), Formal Office Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,6
853,Male,65 and above,"Artsy Style (M), Bohemian Style (M), Comfy Style (M), Grunge Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6
854,Female,14 and below,"Artsy Style (F), Casual Style (F), Girl Next Door Style (F), Indie Style (F), Streetwear Style (F), Vintage Style (F)",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
855,Female,65 and above,"Artsy Style (F), Biker Style (F), Bohemian Style (F), Sexy Style (F), Sporty Style (F), Streetwear Style (F)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
856,Female,55 - 64,"Casual Style (F), Comfy Style (F), Formal Office Style (F), Grunge Style (F), Indie Style (F), Lolita Style (F)",0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
857,Male,65 and above,"Biker Style (M), Casual Style (M), Classy Style (M), Ethnic Style (M), Grunge Style (M), Indie Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
858,Male,65 and above,"Bohemian Style (M), Chic Style (M), Evening Style (M), Hip Hop Style (M), Ivy Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6
859,Male,15 - 24,"Biker Style (M), Bohemian Style (M), Boy Next Door Style (M), Classy Style (M), Formal Office Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
860,Female,55 - 64,"Bohemian Style (F), Chic Style (F), Ethnic Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
861,Male,65 and above,"Classy Style (M), Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
862,Male,15 - 24,"Biker Style (M), Ethnic Style (M), Formal Office Style (M), Punk Style (M), Sporty Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6
863,Male,15 - 24,"Biker Style (M), Casual Style (M), Classy Style (M), Comfy Style (M), Punk Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
864,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
865,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6
866,Male,15 - 24,"Artsy Style (M), Classy Style (M), Comfy Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6
867,Male,15 - 24,"Classy Style (M), Comfy Style (M), Formal Office Style (M), Punk Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,6
868,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
869,Female,15 - 24,"Casual Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F), Preppy Style (F), Sexy Style (F)",0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
870,Male,55 - 64,"Biker Style (M), Casual Style (M), Chic Style (M), Evening Style (M), Grunge Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
871,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Preppy Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6
872,Female,14 and below,"Artsy Style (F), Indie Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
873,Male,15 - 24,"Biker Style (M), Boy Next Door Style (M), Casual Style (M), Punk Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6
874,Female,25 - 54,"Bohemian Style (F), Comfy Style (F), Hip Hop Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
875,Female,55 - 64,"Bohemian Style (F), Casual Style (F), Comfy Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
876,Male,55 - 64,"Chic Style (M), Classy Style (M), Ethnic Style (M), Evening Style (M), Ivy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6
877,Male,55 - 64,"Boy Next Door Style (M), Rugged Style (M), Sporty Style (M), Streetwear Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,6
878,Male,65 and above,"Biker Style (M), Casual Style (M), Chic Style (M), Comfy Style (M), Ethnic Style (M), Evening Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
879,Male,25 - 54,"Classy Style (M), Evening Style (M), Formal Office Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,6
